# WebDab output on Thu Jun 14 15:40:21 2018
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
ATL;2011;N14 G_Shipping;PM10;Gg;55.1651469516596
BAS;2011;N14 G_Shipping;PM10;Gg;8.62204698025765
ATL;2011;N14 G_Shipping;PM2.5;Gg;52.515149360506
NOS;2011;N14 G_Shipping;PM2.5;Gg;19.6651514843442
MED;2011;N14 G_Shipping;PM2.5;Gg;83.6875645931001
BLS;2011;N14 G_Shipping;PM2.5;Gg;5.81624216983189
BAS;2011;N14 G_Shipping;PM2.5;Gg;8.02342642056555
BAS;2011;N14 G_Shipping;PMcoarse;Gg;0.598620559692099
BLS;2011;N14 G_Shipping;PMcoarse;Gg;0.30806512229424
ATL;2011;N14 G_Shipping;PMcoarse;Gg;2.6499975911536
NOS;2011;N14 G_Shipping;PMcoarse;Gg;1.427118605907
MED;2011;N14 G_Shipping;PMcoarse;Gg;5.727198993377
MED;2011;N14 G_Shipping;SOx;Gg;616.543301204809
NOS;2011;N14 G_Shipping;SOx;Gg;155
ATL;2011;N14 G_Shipping;SOx;Gg;394.61952262249
BAS;2011;N14 G_Shipping;SOx;Gg;80
BLS;2011;N14 G_Shipping;SOx;Gg;39.7887934399959
BAS;2012;N14 G_Shipping;CO;Gg;19.4392209483098
NOS;2012;N14 G_Shipping;CO;Gg;47.9589031361422
BLS;2012;N14 G_Shipping;CO;Gg;7.25233195634163
ATL;2012;N14 G_Shipping;CO;Gg;56.4035027570196
MED;2012;N14 G_Shipping;CO;Gg;88.8272566181075
ATL;2012;N14 G_Shipping;NMVOC;Gg;6.14798180051513
MED;2012;N14 G_Shipping;NMVOC;Gg;9.68217097137371
BAS;2012;N14 G_Shipping;NMVOC;Gg;2.11887508336576
NOS;2012;N14 G_Shipping;NMVOC;Gg;5.2275204418395
BLS;2012;N14 G_Shipping;NMVOC;Gg;0.790504183241237
MED;2012;N14 G_Shipping;NOx;Gg;1111.58591476141
NOS;2012;N14 G_Shipping;NOx;Gg;633.4
ATL;2012;N14 G_Shipping;NOx;Gg;687.257551331489
BLS;2012;N14 G_Shipping;NOx;Gg;85.4199883352497
BAS;2012;N14 G_Shipping;NOx;Gg;315.296602658789
MED;2012;N14 G_Shipping;PM10;Gg;80.2044136585034
BAS;2012;N14 G_Shipping;PM10;Gg;7.73391546149791
NOS;2012;N14 G_Shipping;PM10;Gg;18.9196178288753
BLS;2012;N14 G_Shipping;PM10;Gg;5.49346053970623
ATL;2012;N14 G_Shipping;PM10;Gg;49.4827485772405
MED;2012;N14 G_Shipping;PM2.5;Gg;75.0671564680271
BLS;2012;N14 G_Shipping;PM2.5;Gg;5.21712829309297
BAS;2012;N14 G_Shipping;PM2.5;Gg;7.19695703239469
NOS;2012;N14 G_Shipping;PM2.5;Gg;17.6395024830778
ATL;2012;N14 G_Shipping;PM2.5;Gg;47.1057193879907
BAS;2012;N14 G_Shipping;PMcoarse;Gg;0.536958429103215
BLS;2012;N14 G_Shipping;PMcoarse;Gg;0.276332246613259
MED;2012;N14 G_Shipping;PMcoarse;Gg;5.13725719047636
NOS;2012;N14 G_Shipping;PMcoarse;Gg;1.28011534579758
ATL;2012;N14 G_Shipping;PMcoarse;Gg;2.37702918924975
BLS;2012;N14 G_Shipping;SOx;Gg;35.0272734547419
MED;2012;N14 G_Shipping;SOx;Gg;542.761640675485
BAS;2012;N14 G_Shipping;SOx;Gg;70.4264099037139
NOS;2012;N14 G_Shipping;SOx;Gg;136.451169188446
ATL;2012;N14 G_Shipping;SOx;Gg;347.395453202742
ATL;2013;N14 G_Shipping;CO;Gg;48.0273415569921
BLS;2013;N14 G_Shipping;CO;Gg;6.17532966795329
MED;2013;N14 G_Shipping;CO;Gg;75.6360294066577
NOS;2013;N14 G_Shipping;CO;Gg;40.8368010678476
BAS;2013;N14 G_Shipping;CO;Gg;16.552413563892
NOS;2013;N14 G_Shipping;NMVOC;Gg;4.45121131639538
BAS;2013;N14 G_Shipping;NMVOC;Gg;1.80421307846422
ATL;2013;N14 G_Shipping;NMVOC;Gg;5.23498022971214
MED;2013;N14 G_Shipping;NMVOC;Gg;8.24432720532569
BLS;2013;N14 G_Shipping;NMVOC;Gg;0.673110933806908
ATL;2013;N14 G_Shipping;NOx;Gg;666.424988992423
BAS;2013;N14 G_Shipping;NOx;Gg;305.739143279173
BLS;2013;N14 G_Shipping;NOx;Gg;82.8306865101205
NOS;2013;N14 G_Shipping;NOx;Gg;614.2
MED;2013;N14 G_Shipping;NOx;Gg;1077.89085703577
ATL;2013;N14 G_Shipping;PM10;Gg;52.0592397656417
NOS;2013;N14 G_Shipping;PM10;Gg;19.904733450493
MED;2013;N14 G_Shipping;PM10;Gg;84.380535054417
BAS;2013;N14 G_Shipping;PM10;Gg;8.13660863460015
BLS;2013;N14 G_Shipping;PM10;Gg;5.77949664484072
BAS;2013;N14 G_Shipping;PM2.5;Gg;7.57169159970198
BLS;2013;N14 G_Shipping;PM2.5;Gg;5.48877619993733
ATL;2013;N14 G_Shipping;PM2.5;Gg;49.5584422947834
MED;2013;N14 G_Shipping;PM2.5;Gg;78.975788723495
NOS;2013;N14 G_Shipping;PM2.5;Gg;18.5579644525961
NOS;2013;N14 G_Shipping;PMcoarse;Gg;1.34676899789688
BAS;2013;N14 G_Shipping;PMcoarse;Gg;0.564917034898176
MED;2013;N14 G_Shipping;PMcoarse;Gg;5.40474633092201
BLS;2013;N14 G_Shipping;PMcoarse;Gg;0.290720444903394
ATL;2013;N14 G_Shipping;PMcoarse;Gg;2.50079747085834
ATL;2013;N14 G_Shipping;SOx;Gg;351.296866983827
NOS;2013;N14 G_Shipping;SOx;Gg;137.983579779917
MED;2013;N14 G_Shipping;SOx;Gg;548.85710831979
BAS;2013;N14 G_Shipping;SOx;Gg;71.2173314993122
BLS;2013;N14 G_Shipping;SOx;Gg;35.4206461546731
BAS;2014;N14 G_Shipping;CO;Gg;16.8016343452806
MED;2014;N14 G_Shipping;CO;Gg;76.7748403889412
NOS;2014;N14 G_Shipping;CO;Gg;41.4516588003622
ATL;2014;N14 G_Shipping;CO;Gg;48.7504633872103
BLS;2014;N14 G_Shipping;CO;Gg;6.26830828277818
ATL;2014;N14 G_Shipping;NMVOC;Gg;5.31380050920592
MED;2014;N14 G_Shipping;NMVOC;Gg;8.36845760239459
BLS;2014;N14 G_Shipping;NMVOC;Gg;0.683245602822822
BAS;2014;N14 G_Shipping;NMVOC;Gg;1.83137814363558
NOS;2014;N14 G_Shipping;NMVOC;Gg;4.51823080923948
ATL;2014;N14 G_Shipping;NOx;Gg;665.412294989829
BAS;2014;N14 G_Shipping;NOx;Gg;305.27454455933
BLS;2014;N14 G_Shipping;NOx;Gg;82.704817671399
MED;2014;N14 G_Shipping;NOx;Gg;1076.25290284078
NOS;2014;N14 G_Shipping;NOx;Gg;613.266666666667
BLS;2014;N14 G_Shipping;PM10;Gg;5.8931274263325
MED;2014;N14 G_Shipping;PM10;Gg;86.0395421843004
ATL;2014;N14 G_Shipping;PM10;Gg;53.082777361034
BAS;2014;N14 G_Shipping;PM10;Gg;8.29658263487365
NOS;2014;N14 G_Shipping;PM10;Gg;20.2960807522315
BLS;2014;N14 G_Shipping;PM2.5;Gg;5.5966911218344
ATL;2014;N14 G_Shipping;PM2.5;Gg;50.5328116687147
MED;2014;N14 G_Shipping;PM2.5;Gg;80.5285330441603
BAS;2014;N14 G_Shipping;PM2.5;Gg;7.72055875657747
NOS;2014;N14 G_Shipping;PM2.5;Gg;18.9228329062403
BLS;2014;N14 G_Shipping;PMcoarse;Gg;0.296436304498104
ATL;2014;N14 G_Shipping;PMcoarse;Gg;2.54996569231928
BAS;2014;N14 G_Shipping;PMcoarse;Gg;0.576023878296174
MED;2014;N14 G_Shipping;PMcoarse;Gg;5.51100914014013
NOS;2014;N14 G_Shipping;PMcoarse;Gg;1.37324784599113
MED;2014;N14 G_Shipping;SOx;Gg;549.175132718623
ATL;2014;N14 G_Shipping;SOx;Gg;351.500419007188
BLS;2014;N14 G_Shipping;SOx;Gg;35.441169947713
NOS;2014;N14 G_Shipping;SOx;Gg;138.063531636864
BAS;2014;N14 G_Shipping;SOx;Gg;71.2585969738652
MED;2015;N14 G_Shipping;CO;Gg;77.2493449648926
NOS;2015;N14 G_Shipping;CO;Gg;41.7078495222433
BAS;2015;N14 G_Shipping;CO;Gg;16.9054763375258
ATL;2015;N14 G_Shipping;CO;Gg;49.0517641498012
BLS;2015;N14 G_Shipping;CO;Gg;6.30704937228855
BLS;2015;N14 G_Shipping;NMVOC;Gg;0.687468381579452
ATL;2015;N14 G_Shipping;NMVOC;Gg;5.34664229232833
MED;2015;N14 G_Shipping;NMVOC;Gg;8.42017860117329
NOS;2015;N14 G_Shipping;NMVOC;Gg;4.54615559792452
BAS;2015;N14 G_Shipping;NMVOC;Gg;1.84269692079031
BAS;2015;N14 G_Shipping;NOx;Gg;256.824103245212
MED;2015;N14 G_Shipping;NOx;Gg;1115.09581660783
NOS;2015;N14 G_Shipping;NOx;Gg;565.106104012829
BLS;2015;N14 G_Shipping;NOx;Gg;85.6897072753673
ATL;2015;N14 G_Shipping;NOx;Gg;689.427609908475
MED;2015;N14 G_Shipping;PM10;Gg;85.3530564753831
BLS;2015;N14 G_Shipping;PM10;Gg;5.84610779261176
NOS;2015;N14 G_Shipping;PM10;Gg;20.134143937719
BAS;2015;N14 G_Shipping;PM10;Gg;8.23038649682944
ATL;2015;N14 G_Shipping;PM10;Gg;52.6592445629406
BLS;2015;N14 G_Shipping;PM2.5;Gg;5.55203667139423
NOS;2015;N14 G_Shipping;PM2.5;Gg;18.7718528564565
BAS;2015;N14 G_Shipping;PM2.5;Gg;7.65895855373244
MED;2015;N14 G_Shipping;PM2.5;Gg;79.8860181528505
ATL;2015;N14 G_Shipping;PM2.5;Gg;50.1296243415707
BLS;2015;N14 G_Shipping;PMcoarse;Gg;0.294071121217534
BAS;2015;N14 G_Shipping;PMcoarse;Gg;0.571427943097001
ATL;2015;N14 G_Shipping;PMcoarse;Gg;2.52962022136992
MED;2015;N14 G_Shipping;PMcoarse;Gg;5.46703832253263
NOS;2015;N14 G_Shipping;PMcoarse;Gg;1.36229108126247
BAS;2015;N14 G_Shipping;SOx;Gg;7.92053993015077
ATL;2015;N14 G_Shipping;SOx;Gg;354.757251380964
BLS;2015;N14 G_Shipping;SOx;Gg;35.7695506363512
MED;2015;N14 G_Shipping;SOx;Gg;554.263523099956
NOS;2015;N14 G_Shipping;SOx;Gg;26.3514349819714
NOS;2016;N14 G_Shipping;CO;Gg;41.7078495222433
BAS;2016;N14 G_Shipping;CO;Gg;16.9054763375258
BLS;2016;N14 G_Shipping;CO;Gg;6.30704937228855
ATL;2016;N14 G_Shipping;CO;Gg;49.0517641498012
MED;2016;N14 G_Shipping;CO;Gg;77.2493449648926
ATL;2016;N14 G_Shipping;NMVOC;Gg;5.34664229232833
MED;2016;N14 G_Shipping;NMVOC;Gg;8.42017860117329
BAS;2016;N14 G_Shipping;NMVOC;Gg;1.84269692079031
BLS;2016;N14 G_Shipping;NMVOC;Gg;0.687468381579452
NOS;2016;N14 G_Shipping;NMVOC;Gg;4.54615559792452
MED;2016;N14 G_Shipping;NOx;Gg;1115.09581660783
BLS;2016;N14 G_Shipping;NOx;Gg;85.6897072753673
ATL;2016;N14 G_Shipping;NOx;Gg;689.427609908475
BAS;2016;N14 G_Shipping;NOx;Gg;256.824103245212
NOS;2016;N14 G_Shipping;NOx;Gg;565.106104012829
BAS;2016;N14 G_Shipping;PM10;Gg;8.23038649682944
BLS;2016;N14 G_Shipping;PM10;Gg;5.84610779261176
NOS;2016;N14 G_Shipping;PM10;Gg;20.134143937719
ATL;2016;N14 G_Shipping;PM10;Gg;52.6592445629406
MED;2016;N14 G_Shipping;PM10;Gg;85.3530564753831
NOS;2016;N14 G_Shipping;PM2.5;Gg;18.7718528564565
ATL;2016;N14 G_Shipping;PM2.5;Gg;50.1296243415707
BLS;2016;N14 G_Shipping;PM2.5;Gg;5.55203667139423
MED;2016;N14 G_Shipping;PM2.5;Gg;79.8860181528505
BAS;2016;N14 G_Shipping;PM2.5;Gg;7.65895855373244
NOS;2016;N14 G_Shipping;PMcoarse;Gg;1.36229108126247
BLS;2016;N14 G_Shipping;PMcoarse;Gg;0.294071121217534
BAS;2016;N14 G_Shipping;PMcoarse;Gg;0.571427943097001
ATL;2016;N14 G_Shipping;PMcoarse;Gg;2.52962022136992
MED;2016;N14 G_Shipping;PMcoarse;Gg;5.46703832253263
ATL;2016;N14 G_Shipping;SOx;Gg;354.757251380964
BAS;2016;N14 G_Shipping;SOx;Gg;7.92053993015077
NOS;2016;N14 G_Shipping;SOx;Gg;26.3514349819714
MED;2016;N14 G_Shipping;SOx;Gg;554.263523099956
BLS;2016;N14 G_Shipping;SOx;Gg;35.7695506363512
