GPP 	 0042 	 6.8287925e-05 
NPP 	 0043 	 2.6323229e-05 
TLAI 	 0065 	 4.2178135 
TOTECOSYSC 	 0065 	 5806.609 
TOTECOSYSN 	 0070 	 130.01591 
TOTSOMC 	 0069 	 926.217 
TOTSOMN 	 0069 	 88.89557 
TOTVEGC 	 0063 	 2864.9104 
TOTVEGN 	 0074 	 29.47845 
