GPP 	 0035 	 5.5299894e-05 
NPP 	 0039 	 2.013254e-05 
TLAI 	 0034 	 3.2545178 
TOTECOSYSC 	 0060 	 4689.3564 
TOTECOSYSN 	 0062 	 101.868 
TOTSOMC 	 0062 	 726.17645 
TOTSOMN 	 0062 	 69.69668 
TOTVEGC 	 0052 	 2285.0093 
TOTVEGN 	 0010 	 22.764353 
