GPP 	 0033 	 6.357865e-05 
NPP 	 0011 	 2.3981063e-05 
TLAI 	 0066 	 3.785021 
TOTECOSYSC 	 0066 	 5199.1895 
TOTECOSYSN 	 0072 	 116.39064 
TOTSOMC 	 0071 	 824.0154 
TOTSOMN 	 0071 	 79.08809 
TOTVEGC 	 0064 	 2598.7668 
TOTVEGN 	 0075 	 26.939108 
